query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url
from:@etalab,1504826933036597250,1647613673,2022-03-18T14:27:53,Etalab,"L’appel à candidatures du programme EIG est ouvert !
💻 Développeuses, développeurs
📊 Data scientists et data engineers 
🖌️ Designers
⚖️ Juristes du #numérique

…On vous attend !
https://eig.etalab.gouv.fr/participer/candidats/",0,14,15,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.173871,https://twitter.com/Etalab/statuses/1504826933036597250,,,,,https://eig.etalab.gouv.fr/participer/candidats/,eig.etalab.gouv.fr,,,,,,numérique,,,
from:@etalab,1503419947980148737,1647278222,2022-03-14T17:17:02,Etalab,"[Le mot de la fin] ""Ensemble, nous allons créer un service public augmenté, innovant, inclusif et moderne.""

Merci d'avoir suivi cet événement ! 

Rendez-vous sur http://citoyens.transformation.gouv.fr pour plus de d'informations sur l'accélérateur et les projets accompagnés.",0,1,3,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.174344,https://twitter.com/Etalab/statuses/1503419947980148737,,,,,http://citoyens.transformation.gouv.fr,citoyens.transformation.gouv.fr,,,,,,,,,
from:@etalab,1503419092321161221,1647278018,2022-03-14T17:13:38,Etalab,".@AdeMontchalin  ""L’événement d’aujourd’hui a une suite européenne dès mercredi. Il sera au cœur de l’échange que j'aurai avec mes homologues européens.""",,1,3,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.174626,https://twitter.com/Etalab/statuses/1503419092321161221,,,,,,,,,,ademontchalin,800435764966215680,,,,
from:@etalab,1503418121062961152,1647277786,2022-03-14T17:09:46,Etalab,"L'accélérateur d'initiatives citoyennes se construit en complémentarité avec les structures d’incubation et d’innovation existantes, qu’elles soient internes à l’administration ou externes cc @ANCTerritoires  #FrenchImpact @bayesimpact @Ma_Billard1 https://twitter.com/Etalab/status/1503418121062961152/photo/1",0,2,8,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.175307,https://twitter.com/Etalab/statuses/1503418121062961152,,,,,,,https://pbs.twimg.com/media/FN02pmIX0AY-gMO.jpg|https://pbs.twimg.com/media/FN02ppNWUAUBZxI.jpg|https://pbs.twimg.com/media/FN02pu8WQAU6Xiv.jpg,1503418121062961152_FN02pmIX0AY-gMO.jpg|1503418121062961152_FN02ppNWUAUBZxI.jpg|1503418121062961152_FN02pu8WQAU6Xiv.jpg,photo|photo|photo,ancterritoires|bayesimpact|ma_billard1,2527819680|2455929786|886506554299731968,frenchimpact,,,
from:@etalab,1503414004802326528,1647276805,2022-03-14T16:53:25,Etalab,"Échange avec d'autres projets lauréats de l'Accélérateur d'Initiatives Citoyennes et des agents publics qui vont les accompagner : @vikidiafr, @framaka de la direction du numérique pour l'éducation, @infoclimat, Hélène Begon-Tavera @Ecologie_Gouv, Ludovic Dardenne de @assoP2C https://twitter.com/Etalab/status/1503414004802326528/photo/1",0,11,25,1,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.176121,https://twitter.com/Etalab/statuses/1503414004802326528,,,,,,,https://pbs.twimg.com/media/FN0xlbdWQAM2B9D.jpg|https://pbs.twimg.com/media/FN0xldrWUAIEo2V.jpg|https://pbs.twimg.com/media/FN0yKwFWYAA8txZ.jpg|https://pbs.twimg.com/media/FN0ywllWYAIgIHx.jpg,1503414004802326528_FN0xlbdWQAM2B9D.jpg|1503414004802326528_FN0xldrWUAIEo2V.jpg|1503414004802326528_FN0yKwFWYAA8txZ.jpg|1503414004802326528_FN0ywllWYAIgIHx.jpg,photo|photo|photo|photo,assop2c|ecologie_gouv|framaka|infoclimat|vikidiafr,1367810750278995971|368980703|48297189|148758469|2582059590,,,,
from:@etalab,1503408921146494981,1647275593,2022-03-14T16:33:13,Etalab,"🗣️""Ce programme est aussi riche pour nous parce que cela nous donne des cas d’usage."" @laurelucchesi sur les opportunités qu'offre l'accélérateur à l'administration #AIC",,0,3,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.176360,https://twitter.com/Etalab/statuses/1503408921146494981,,,,,,,,,,laurelucchesi,71759599,aic,,,
from:@etalab,1503407971711258636,1647275367,2022-03-14T16:29:27,Etalab,"Augustin Courtier de @LatitudesTfG, Irène Colonna d'Istria de @makesense et Margot Debaisieux de l'association Les enfants de la balle racontent l'origine de leurs projets et exposent leurs attentes vis à vis de l'#AIC 

👉Découvrez leurs projets sur http://citoyens.transformation.gouv.fr https://twitter.com/Etalab/status/1503407971711258636/photo/1",0,1,3,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.176775,https://twitter.com/Etalab/statuses/1503407971711258636,,,,,http://citoyens.transformation.gouv.fr,citoyens.transformation.gouv.fr,https://pbs.twimg.com/media/FN0r4P0XEAIlWBB.jpg,1503407971711258636_FN0r4P0XEAIlWBB.jpg,photo,latitudestfg|makesense,893767287240626177|102468337,aic,,,
from:@etalab,1503404389716971520,1647274513,2022-03-14T16:15:13,Etalab,"Quel accompagnement pour les projets de #AIC ?

1⃣Les lauréats seront accompagnés pendant 3 mois
2⃣Une quinzaine vont recevoir un coup de pouce pour passer de l’idée à un projet.
3⃣Pour tous, une série d’événements ouverts, thématisés par champs de politique publique.",,1,7,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.177033,https://twitter.com/Etalab/statuses/1503404389716971520,,,,,,,,,,,,aic,,,
from:@etalab,1503402633977020418,1647274094,2022-03-14T16:08:14,Etalab,"Félicitations aux initiatives lauréates portées par @vikidiafr @madadafr @infoclimat @LatitudesTfG @makesense @assoP2C @ParlonsDem @Vivons_en_Forme et l’association Les enfants de la balle !

Plus de détails sur les projets à la fin du live 👉http://citoyens.transformation.gouv.fr #AIC https://twitter.com/Etalab/status/1503402633977020418/photo/1",0,21,45,2,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.177504,https://twitter.com/Etalab/statuses/1503402633977020418,,,,,http://citoyens.transformation.gouv.fr,citoyens.transformation.gouv.fr,https://pbs.twimg.com/media/FN0osNtXEAkr6gK.jpg,1503402633977020418_FN0osNtXEAkr6gK.jpg,photo,assop2c|infoclimat|latitudestfg|madadafr|makesense|parlonsdem|vikidiafr|vivons_en_forme,1367810750278995971|148758469|893767287240626177|1346424982184849408|102468337|1244899923520303104|2582059590|3291923709,aic,,,
from:@etalab,1503401085767139329,1647273725,2022-03-14T16:02:05,Etalab,"Qu'est-ce que ça fait de participer au panel citoyen ? #AIC
""Je me suis rendu compte que le service public sert à quelque chose. On peut avancer, on peut innover, ce n’est pas une entité lointaine.""
""Ça rendait le service public plus humain, moins froid, moins machine de guerre."" https://twitter.com/Etalab/status/1503401085767139329/photo/1",0,3,7,0,fr,,,,Twitter Web App,https://mobile.twitter.com,France,,,311880926,Etalab,1,Service du Premier ministre qui met à disposition et utilise les données pour améliorer l’action publique. L’équipe derrière @datagouvfr et @eigforever.,http://www.etalab.gouv.fr,https://pbs.twimg.com/profile_images/1067688380111171584/2ZRwOuxE_normal.jpg,4907,33246,250,1849,1261,2011-06-06T06:47:23,1307342843,scraping,1,,,,,,,,,2022-03-22T07:15:19.177901,https://twitter.com/Etalab/statuses/1503401085767139329,,,,,,,https://pbs.twimg.com/media/FN0nKxWX0AAyIIT.jpg,1503401085767139329_FN0nKxWX0AAyIIT.jpg,photo,,,aic,,,
